nNMCALC	2	15
   1	1.250000000000e-02	3.400000000000e+00	7.300000000000e-01	9.730000000000e-01	1.900000000000e-02	2.000000000000e-02	2.055498458376e+00	1.946000000000e-03	2.000000000000e-01	
   2	1.750000000000e-02	4.500000000000e+00	6.900000000000e-01	9.780000000000e-01	1.600000000000e-02	1.600000000000e-02	1.635991820041e+00	1.956000000000e-03	2.000000000000e-01	
   3	2.500000000000e-02	6.100000000000e+00	6.600000000000e-01	9.690000000000e-01	1.100000000000e-02	1.400000000000e-02	1.444788441692e+00	1.938000000000e-03	2.000000000000e-01	
   4	3.500000000000e-02	8.000000000000e+00	6.200000000000e-01	9.710000000000e-01	1.100000000000e-02	1.300000000000e-02	1.338825952626e+00	1.942000000000e-03	2.000000000000e-01	
   5	4.500000000000e-02	9.800000000000e+00	5.900000000000e-01	9.810000000000e-01	1.200000000000e-02	1.500000000000e-02	1.529051987768e+00	1.962000000000e-03	2.000000000000e-01	
   6	5.500000000000e-02	1.160000000000e+01	5.700000000000e-01	1.000000000000e+00	1.300000000000e-02	1.300000000000e-02	1.300000000000e+00	2.000000000000e-03	2.000000000000e-01	
   7	7.000000000000e-02	1.390000000000e+01	5.400000000000e-01	1.010000000000e+00	1.000000000000e-02	1.000000000000e-02	9.900990099010e-01	2.020000000000e-03	2.000000000000e-01	
   8	9.000000000000e-02	1.690000000000e+01	5.100000000000e-01	1.001000000000e+00	1.100000000000e-02	1.100000000000e-02	1.098901098901e+00	2.002000000000e-03	2.000000000000e-01	
   9	1.250000000000e-01	2.130000000000e+01	4.700000000000e-01	1.003000000000e+00	8.000000000000e-03	9.000000000000e-03	8.973080757727e-01	2.006000000000e-03	2.000000000000e-01	
  10	1.750000000000e-01	2.740000000000e+01	4.300000000000e-01	1.017000000000e+00	1.000000000000e-02	1.100000000000e-02	1.081612586037e+00	2.034000000000e-03	2.000000000000e-01	
  11	2.500000000000e-01	3.550000000000e+01	3.900000000000e-01	9.990000000000e-01	1.000000000000e-02	1.600000000000e-02	1.601601601602e+00	1.998000000000e-03	2.000000000000e-01	
  12	3.500000000000e-01	4.530000000000e+01	3.500000000000e-01	9.830000000000e-01	1.600000000000e-02	2.600000000000e-02	2.644964394710e+00	1.966000000000e-03	2.000000000000e-01	
  13	4.500000000000e-01	5.290000000000e+01	3.200000000000e-01	1.016000000000e+00	2.800000000000e-02	3.600000000000e-02	3.543307086614e+00	2.032000000000e-03	2.000000000000e-01	
  14	5.500000000000e-01	5.820000000000e+01	2.900000000000e-01	8.960000000000e-01	4.300000000000e-02	5.800000000000e-02	6.473214285714e+00	1.792000000000e-03	2.000000000000e-01	
  15	7.000000000000e-01	6.390000000000e+01	2.500000000000e-01	9.860000000000e-01	7.100000000000e-02	8.900000000000e-02	9.026369168357e+00	1.972000000000e-03	2.000000000000e-01	
