   1	1.250000000000e-02	3.400000000000e+00	7.300000000000e-01	9.450000000000e-01	1.900000000000e-02	2.100000000000e-02	2.222222222222e+00	2.835000000000e-03	3.000000000000e-01	2.835000000000e-03	0.000000000000e+00
   2	1.750000000000e-02	4.500000000000e+00	6.900000000000e-01	9.390000000000e-01	1.600000000000e-02	2.200000000000e-02	2.342917997870e+00	2.817000000000e-03	3.000000000000e-01	2.817000000000e-03	0.000000000000e+00
   3	2.500000000000e-02	6.000000000000e+00	6.600000000000e-01	9.710000000000e-01	1.100000000000e-02	1.000000000000e-02	1.029866117405e+00	2.913000000000e-03	3.000000000000e-01	2.913000000000e-03	0.000000000000e+00
   4	3.500000000000e-02	7.900000000000e+00	6.200000000000e-01	9.700000000000e-01	1.100000000000e-02	1.100000000000e-02	1.134020618557e+00	2.910000000000e-03	3.000000000000e-01	2.910000000000e-03	0.000000000000e+00
   5	4.500000000000e-02	9.700000000000e+00	5.900000000000e-01	9.940000000000e-01	1.100000000000e-02	1.300000000000e-02	1.307847082495e+00	2.982000000000e-03	3.000000000000e-01	2.982000000000e-03	0.000000000000e+00
   6	5.500000000000e-02	1.140000000000e+01	5.700000000000e-01	1.004000000000e+00	1.200000000000e-02	1.700000000000e-02	1.693227091633e+00	3.012000000000e-03	3.000000000000e-01	3.012000000000e-03	0.000000000000e+00
   7	7.000000000000e-02	1.380000000000e+01	5.400000000000e-01	9.940000000000e-01	9.000000000000e-03	1.000000000000e-02	1.006036217304e+00	2.982000000000e-03	3.000000000000e-01	2.982000000000e-03	0.000000000000e+00
   8	9.000000000000e-02	1.670000000000e+01	5.100000000000e-01	1.018000000000e+00	1.000000000000e-02	1.700000000000e-02	1.669941060904e+00	3.054000000000e-03	3.000000000000e-01	3.054000000000e-03	0.000000000000e+00
   9	1.250000000000e-01	2.120000000000e+01	4.700000000000e-01	1.003000000000e+00	7.000000000000e-03	8.000000000000e-03	7.976071784646e-01	3.009000000000e-03	3.000000000000e-01	3.009000000000e-03	0.000000000000e+00
  10	1.750000000000e-01	2.740000000000e+01	4.300000000000e-01	1.019000000000e+00	9.000000000000e-03	1.200000000000e-02	1.177625122669e+00	3.057000000000e-03	3.000000000000e-01	3.057000000000e-03	0.000000000000e+00
