2.500000000000e-01	3.300000000000e+00	0.000000000000e+00	1.165000000000e+00	0.000000000000e+00	1.060000000000e-01	9.098712446352e+00	1.281500000000e-02	1.100000000000e+00	1.281500000000e-02	0.000000000000e+00	1.281500000000e-02	0.000000000000e+00	
3.000000000000e-01	7.200000000000e+00	0.000000000000e+00	9.510000000000e-01	0.000000000000e+00	6.300000000000e-02	6.624605678233e+00	1.046100000000e-02	1.100000000000e+00	1.046100000000e-02	0.000000000000e+00	1.046100000000e-02	0.000000000000e+00	
3.500000000000e-01	6.400000000000e+00	0.000000000000e+00	9.890000000000e-01	0.000000000000e+00	1.700000000000e-02	1.718907987867e+00	1.087900000000e-02	1.100000000000e+00	1.087900000000e-02	0.000000000000e+00	1.087900000000e-02	0.000000000000e+00	
4.000000000000e-01	7.100000000000e+00	0.000000000000e+00	9.790000000000e-01	0.000000000000e+00	2.300000000000e-02	2.349336057201e+00	1.076900000000e-02	1.100000000000e+00	1.076900000000e-02	0.000000000000e+00	1.076900000000e-02	0.000000000000e+00	
4.500000000000e-01	7.200000000000e+00	0.000000000000e+00	9.520000000000e-01	0.000000000000e+00	1.700000000000e-02	1.785714285714e+00	1.047200000000e-02	1.100000000000e+00	1.047200000000e-02	0.000000000000e+00	1.047200000000e-02	0.000000000000e+00	
5.000000000000e-01	7.600000000000e+00	0.000000000000e+00	9.330000000000e-01	0.000000000000e+00	1.900000000000e-02	2.036441586281e+00	1.026300000000e-02	1.100000000000e+00	1.026300000000e-02	0.000000000000e+00	1.026300000000e-02	0.000000000000e+00	
5.500000000000e-01	7.600000000000e+00	0.000000000000e+00	9.070000000000e-01	0.000000000000e+00	2.000000000000e-02	2.205071664829e+00	9.977000000000e-03	1.100000000000e+00	9.977000000000e-03	0.000000000000e+00	9.977000000000e-03	0.000000000000e+00	
6.000000000000e-01	6.000000000000e+00	0.000000000000e+00	8.760000000000e-01	0.000000000000e+00	1.600000000000e-02	1.826484018265e+00	9.636000000000e-03	1.100000000000e+00	9.636000000000e-03	0.000000000000e+00	9.636000000000e-03	0.000000000000e+00	
6.500000000000e-01	7.800000000000e+00	0.000000000000e+00	8.700000000000e-01	0.000000000000e+00	1.700000000000e-02	1.954022988506e+00	9.570000000000e-03	1.100000000000e+00	9.570000000000e-03	0.000000000000e+00	9.570000000000e-03	0.000000000000e+00	
7.000000000000e-01	9.700000000000e+00	0.000000000000e+00	8.850000000000e-01	0.000000000000e+00	2.700000000000e-02	3.050847457627e+00	9.735000000000e-03	1.100000000000e+00	9.735000000000e-03	0.000000000000e+00	9.735000000000e-03	0.000000000000e+00	
