nFNALCD	2	11
   1	2.350000000000e-04	1.500000000000e-01	5.900000000000e-01	8.670000000000e-01	4.800000000000e-02	8.500000000000e-02	9.803921568627e+00	1.127100000000e-02	1.300000000000e+00	
   2	6.200000000000e-04	2.600000000000e-01	4.900000000000e-01	9.120000000000e-01	2.300000000000e-02	3.700000000000e-02	4.057017543860e+00	1.185600000000e-02	1.300000000000e+00	
   3	1.100000000000e-03	3.900000000000e-01	4.100000000000e-01	9.240000000000e-01	2.500000000000e-02	2.100000000000e-02	2.272727272727e+00	1.201200000000e-02	1.300000000000e+00	
   4	1.690000000000e-03	5.100000000000e-01	3.400000000000e-01	9.700000000000e-01	2.300000000000e-02	4.700000000000e-02	4.845360824742e+00	1.261000000000e-02	1.300000000000e+00	
   5	2.605000000000e-03	6.700000000000e-01	2.700000000000e-01	9.260000000000e-01	2.000000000000e-02	1.900000000000e-02	2.051835853132e+00	1.203800000000e-02	1.300000000000e+00	
   6	4.015000000000e-03	9.300000000000e-01	2.900000000000e-01	9.410000000000e-01	2.000000000000e-02	2.900000000000e-02	3.081827842721e+00	1.223300000000e-02	1.300000000000e+00	
   7	6.185000000000e-03	1.350000000000e+00	2.500000000000e-01	9.730000000000e-01	2.300000000000e-02	2.800000000000e-02	2.877697841727e+00	1.264900000000e-02	1.300000000000e+00	
   8	1.152500000000e-02	2.420000000000e+00	2.500000000000e-01	1.023000000000e+00	2.100000000000e-02	2.900000000000e-02	2.834799608993e+00	1.329900000000e-02	1.300000000000e+00	
   9	2.027500000000e-02	4.450000000000e+00	2.600000000000e-01	1.055000000000e+00	3.200000000000e-02	6.100000000000e-02	5.781990521327e+00	1.371500000000e-02	1.300000000000e+00	
  10	4.000000000000e-02	7.910000000000e+00	2.400000000000e-01	1.034000000000e+00	3.000000000000e-02	2.100000000000e-02	2.030947775629e+00	1.344200000000e-02	1.300000000000e+00	
  11	3.086700000000e-01	2.250000000000e+01	2.200000000000e-01	1.019000000000e+00	3.300000000000e-02	6.000000000000e-02	5.888125613346e+00	1.324700000000e-02	1.300000000000e+00	
