   1	2.250000000000e-01	7.600000000000e+01	0.000000000000e+00	1.056000000000e+00	2.300000000000e-02	1.300000000000e-02	1.231060606061e+00	1.584000000000e-02	1.500000000000e+00	1.584000000000e-02	0.000000000000e+00
   2	2.750000000000e-01	7.600000000000e+01	0.000000000000e+00	9.970000000000e-01	2.500000000000e-02	1.200000000000e-02	1.203610832497e+00	1.495500000000e-02	1.500000000000e+00	1.495500000000e-02	0.000000000000e+00
   3	3.500000000000e-01	1.015000000000e+02	0.000000000000e+00	9.780000000000e-01	2.200000000000e-02	1.100000000000e-02	1.124744376278e+00	1.467000000000e-02	1.500000000000e+00	1.467000000000e-02	0.000000000000e+00
   4	4.500000000000e-01	1.265000000000e+02	0.000000000000e+00	9.100000000000e-01	2.700000000000e-02	1.200000000000e-02	1.318681318681e+00	1.365000000000e-02	1.500000000000e+00	1.365000000000e-02	0.000000000000e+00
   5	5.500000000000e-01	1.350000000000e+02	0.000000000000e+00	8.790000000000e-01	4.100000000000e-02	1.700000000000e-02	1.934015927190e+00	1.318500000000e-02	1.500000000000e+00	1.318500000000e-02	0.000000000000e+00
   6	6.500000000000e-01	1.400000000000e+02	0.000000000000e+00	8.190000000000e-01	5.800000000000e-02	3.300000000000e-02	4.029304029304e+00	1.228500000000e-02	1.500000000000e+00	1.228500000000e-02	0.000000000000e+00
   7	7.000000000000e-02	1.700000000000e+01	0.000000000000e+00	1.048000000000e+00	1.600000000000e-02	1.600000000000e-02	1.526717557252e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.500000000000e+00
   8	1.000000000000e-01	2.300000000000e+01	0.000000000000e+00	1.057000000000e+00	9.000000000000e-03	1.200000000000e-02	1.135288552507e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.500000000000e+00
   9	1.400000000000e-01	2.650000000000e+01	0.000000000000e+00	1.046000000000e+00	9.000000000000e-03	1.100000000000e-02	1.051625239006e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.500000000000e+00
  10	1.800000000000e-01	3.200000000000e+01	0.000000000000e+00	1.050000000000e+00	9.000000000000e-03	9.000000000000e-03	8.571428571429e-01	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.500000000000e+00
  11	2.250000000000e-01	6.300000000000e+01	0.000000000000e+00	1.027000000000e+00	9.000000000000e-03	1.000000000000e-02	9.737098344693e-01	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.500000000000e+00
  12	2.750000000000e-01	6.450000000000e+01	0.000000000000e+00	1.000000000000e+00	1.100000000000e-02	1.000000000000e-02	1.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.500000000000e+00
  13	3.500000000000e-01	8.650000000000e+01	0.000000000000e+00	9.590000000000e-01	9.000000000000e-03	1.100000000000e-02	1.147028154327e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.500000000000e+00
  14	4.500000000000e-01	1.130000000000e+02	0.000000000000e+00	9.230000000000e-01	1.300000000000e-02	1.500000000000e-02	1.625135427952e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.500000000000e+00
  15	5.500000000000e-01	1.130000000000e+02	0.000000000000e+00	9.170000000000e-01	1.900000000000e-02	2.100000000000e-02	2.290076335878e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.500000000000e+00
  16	6.500000000000e-01	1.130000000000e+02	0.000000000000e+00	8.130000000000e-01	2.300000000000e-02	3.000000000000e-02	3.690036900369e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.500000000000e+00
